Item Code,Item Description,Serial Number,Delivery Number,Shipment Date,Customer Number,Customer Name,Stat Group 1,Stat Group 2
RT-2000,365 POS System w/MSR,KSK8325,365001904SDL00000002,4/9/2019,TRADE,Trade Show Customer for Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8325,365001904SDL00000002,4/9/2019,TRADE,Trade Show Customer for Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8326,SD-182710,12/20/2018,C002289,Sodexo-TransUnion-Chicago,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8327,SD-182710,12/20/2018,C002289,Sodexo-TransUnion-Chicago,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8328,SD-182775,12/27/2018,C002469,Canteen Dining- University Park,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8329,SD-182775,12/27/2018,C002469,Canteen Dining- University Park,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8330,SD-182748,12/24/2018,C002453,Canteen Dining- Macungie,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8331,SD-182748,12/24/2018,C002453,Canteen Dining- Macungie,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8332,SD-182749,12/24/2018,C002468,Canteen Dining- Chicago Heights,CANTN,CDIN
SV-0315,Partial Data Move,KSK8332,SD-2109034,8/26/2021,C000132,Canteen Milwaukee Branch,CANTN,CNC
SV-0315,Partial Data Move,KSK8332_2,SD-2109290,9/1/2021,C004107,Canteen Dining- Generac,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8333,SD-182749,12/24/2018,C002468,Canteen Dining- Chicago Heights,CANTN,CDIN
SV-0315,Partial Data Move,KSK8333,SD-2109034,8/26/2021,C000132,Canteen Milwaukee Branch,CANTN,CNC
SV-0315,Partial Data Move,KSK8333_2,SD-2109290,9/1/2021,C004107,Canteen Dining- Generac,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8336,SD-182766,12/26/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8337,SD-182766,12/26/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8338,SD-182767,12/26/2018,C002473,Eurest - Exelon Nuclear Power Plant,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8339,SD-190188,1/7/2019,C002417,Canteen Dining- Brooksville,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8340,SD-191057,1/30/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8341,SD-191057,1/30/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8342,SD-190469,1/15/2019,C002477,Canteen Dining- Menasha,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8343,SD-190469,1/15/2019,C002477,Canteen Dining- Menasha,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8344,SD-190526,1/16/2019,C003351,Canteen Dining- Brookfield,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8345,SD-190506,1/16/2019,C002390,Canteen MidWest-Milwaukee,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8346,SD-190620,1/18/2019,C002316,Sodexo-Westville,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8347,SD-190620,1/18/2019,C002316,Sodexo-Westville,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8348,SD-190621,1/18/2019,C002316,Sodexo-Westville,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8349,SD-190651,1/21/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8350,SD-190651,1/21/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8350,SD-2205725,4/29/2022,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8351,SD-190649,1/21/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8352,SD-190649,1/21/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8353,SD-190649,1/21/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8354,SD-190686,1/22/2019,C000262,Continental Distributors Inc.,CANTN,CFG
RT-2000,365 POS System w/MSR,KSK8355,SD-190686,1/22/2019,C000262,Continental Distributors Inc.,CANTN,CFG
RT-2000,365 POS System w/MSR,KSK8356,SD-190701,1/23/2019,C002316,Sodexo-Westville,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8357,SD-191103,1/31/2019,C000341,Canteen Tampa Branch,CANTN,CNC
SV-0215,Relocation Fee,KSK8357,SD-2102595,3/17/2021,C005263,Canteen Dining- Continental Tire,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8358,SD-191158,2/1/2019,C002474,Canteen Dining- Hickory,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8359,SD-191158,2/1/2019,C002474,Canteen Dining- Hickory,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8360,SD-191157,2/1/2019,C002431,Canteen Dining- Racine,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8361,SD-191157,2/1/2019,C002431,Canteen Dining- Racine,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8367,SD-191384,2/8/2019,C002279,Sodexo-St Gobain,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8368,SD-191690,2/19/2019,C003405,Sodexo Calgary-Canadian Tire,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8369,SD-191690,2/19/2019,C003405,Sodexo Calgary-Canadian Tire,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8370,SD-191857,2/25/2019,C002452,Canteen Dining- Orlando,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8371,SD-191857,2/25/2019,C002452,Canteen Dining- Orlando,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8372,SD-191857,2/25/2019,C002452,Canteen Dining- Orlando,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8373,SD-191857,2/25/2019,C002452,Canteen Dining- Orlando,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8374,SD-192031,3/4/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8375,SD-192031,3/4/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8376,SD-192141,3/6/2019,C003385,Canteen Dining- Tuscaloosa_26329,CANTN,CDIN
RT-2002,365 Order Station,KSK8377,SD-192639,3/22/2019,C002496,Canteen Dining- Oak Summit,CANTN,CDIN
RT-2002,365 Order Station,KSK8378,SD-192639,3/22/2019,C002496,Canteen Dining- Oak Summit,CANTN,CDIN
RT-2002,365 Order Station,KSK8379,SD-192639,3/22/2019,C002496,Canteen Dining- Oak Summit,CANTN,CDIN
SV-0215,Relocation Fee,KSK8384,SD-2106535,7/1/2021,C005426,Canteen Dining- NWTC,CANTN,CDIN
SV-0215,Relocation Fee,KSK8385,SD-2106535,7/1/2021,C005426,Canteen Dining- NWTC,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8388,SD-192905,3/29/2019,C001963,Eurest - Branchburg,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8389,SD-192905,3/29/2019,C001963,Eurest - Branchburg,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8390,SD-193026,4/3/2019,C003372,Sodexo-Synchrony Financial Canton,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8391,SD-193026,4/3/2019,C003372,Sodexo-Synchrony Financial Canton,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8392,SD-193026,4/3/2019,C003372,Sodexo-Synchrony Financial Canton,SODEX,OTR
RT-2002,365 Order Station,KSK8393,SD-193054,4/4/2019,C002135,Sodexo-ADP San Dimas,INDEP,OTR
RT-2002,365 Order Station,KSK8394,SD-193054,4/4/2019,C002135,Sodexo-ADP San Dimas,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8395,SD-193028,4/3/2019,C002130,Sodexo-ADP El Paso,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8397,SD-193164,4/9/2019,C002470,Canteen Dining- Gray_7521,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8398,SD-193164,4/9/2019,C002470,Canteen Dining- Gray_7521,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8399,SD-193165,4/9/2019,C002470,Canteen Dining- Gray_7521,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8399,SD-2218646,12/12/2022,C005763,Canteen Dining- Borgwarner_19855,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8401,SD-193315,4/12/2019,C003371,Canteen Dining- Lexington_9008,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8402,SD-193315,4/12/2019,C003371,Canteen Dining- Lexington_9008,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8403,SD-193315,4/12/2019,C003371,Canteen Dining- Lexington_9008,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8404,SD-193731,4/25/2019,C003518,Canteen Dining- Greenville,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8405,SD-193741,4/25/2019,C002205,Sodexo-GEHC-Burlington,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8406,SD-193741,4/25/2019,C002205,Sodexo-GEHC-Burlington,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8407,SD-193811,4/29/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8407,SD-2010972,12/15/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8408,SD-193811,4/29/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8408,SD-2010972,12/15/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8409,SD-193812,4/29/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8412,SD-194064,5/6/2019,C003424,Canteen Dining-Community 1st Credit,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8413,SD-194064,5/6/2019,C003424,Canteen Dining-Community 1st Credit,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8414,SD-194064,5/6/2019,C003424,Canteen Dining-Community 1st Credit,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8415,SD-194248,5/10/2019,C000514,Canteen Midwest Dining,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8416,SD-194248,5/10/2019,C000514,Canteen Midwest Dining,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8417,SD-194248,5/10/2019,C000514,Canteen Midwest Dining,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8418,SD-194205,5/9/2019,C003465,Eurest - Colorado Springs,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8419,SD-194205,5/9/2019,C003465,Eurest - Colorado Springs,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8420,SD-194206,5/9/2019,C003467,Eurest - Loveland,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8421,SD-194218,5/9/2019,C003484,Canteen Dining- Holland,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8422,SD-194218,5/9/2019,C003484,Canteen Dining- Holland,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8423,SD-194218,5/9/2019,C003484,Canteen Dining- Holland,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8424,SD-194254,5/10/2019,C003409,Eurest - Auburn Hills,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8425,SD-194254,5/10/2019,C003409,Eurest - Auburn Hills,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8426,SD-194254,5/10/2019,C003409,Eurest - Auburn Hills,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8426,SD-2011138,12/21/2020,C004959,Eurest - Haworth,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8426_2,SD-2103018,3/29/2021,C005250,Eurest - Greatlakes,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8427,SD-194255,5/10/2019,C003520,Eurest - Auburn Hills (1),CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8427,SD-2103018,3/29/2021,C005250,Eurest - Greatlakes,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8428,SD-194407,5/15/2019,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8429,SD-194407,5/15/2019,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8430,SD-194407,5/15/2019,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8431,SD-194407,5/15/2019,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8445,SD-195631,6/17/2019,C003604,Canteen Dining- Winston Salem (2),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8446,SD-195631,6/17/2019,C003604,Canteen Dining- Winston Salem (2),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8447,SD-195631,6/17/2019,C003604,Canteen Dining- Winston Salem (2),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8448,SD-195614,6/17/2019,C003602,Canteen Dining- Winston Salem,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8449,SD-195614,6/17/2019,C003602,Canteen Dining- Winston Salem,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8449,SD-2205969,5/5/2022,C003602,Canteen Dining- Winston Salem,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8450,SD-195615,6/17/2019,C003603,Canteen Dining- Winston Salem (1),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8451,SD-195615,6/17/2019,C003603,Canteen Dining- Winston Salem (1),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8452,SD-195786,6/21/2019,C003593,Canteen Dining- Anderson_2116,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8453,SD-195786,6/21/2019,C003593,Canteen Dining- Anderson_2116,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8455,SD-195946,6/25/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8457,SD-195946,6/25/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8458,SD-196675,7/17/2019,C003699,Canteen Dining- Clearwater,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8459,SD-196675,7/17/2019,C003699,Canteen Dining- Clearwater,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8460,SD-196675,7/17/2019,C003699,Canteen Dining- Clearwater,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8461,SD-196675,7/17/2019,C003699,Canteen Dining- Clearwater,CANTN,CDIN
SV-0215,Relocation Fee,KSK8462,SD-2004679,5/29/2020,C004458,Canteen Dining- Minneapolis,CANTN,CDIN
SV-0215,Relocation Fee,KSK8462_2,SD-2102102,3/4/2021,C005137,Canteen Dining- Thermo Fisher,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8463,SD-196654,7/16/2019,C003683,Canteen Dining- Chicago,CANTN,CDIN
SV-0215,Relocation Fee,KSK8463,SD-2004679,5/29/2020,C004458,Canteen Dining- Minneapolis,CANTN,CDIN
10-0114A,OptConnect neo (Verizon) ,KSK8463 KSK8462,SD-196654,7/16/2019,C003683,Canteen Dining- Chicago,CANTN,CDIN
10-0114A,OptConnect neo (Verizon) ,KSK8463 KSK8463,SD-2001873,2/20/2020,C003469,Aramark - Atlanta,ARAMA,OTR
SV-0215,Relocation Fee,KSK8463_2,SD-2102102,3/4/2021,C005137,Canteen Dining- Thermo Fisher,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8464,SD-196763,7/19/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8465,SD-196763,7/19/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8466,SD-196763,7/19/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8467,SD-196908,7/24/2019,C000215,Lincoln County Vending & Snacks,CANTN,CFG
RT-2000,365 POS System w/MSR,KSK8468,SD-196959,7/25/2019,C003688,Canteen Dining- Bannockburn,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8469,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8470,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8471,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8472,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8473,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
SV-1215,Relocation Fee - Dining,KSK8473,SD-2215158,10/11/2022,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8474,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8475,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8476,SD-197007,7/29/2019,C003665,Eurest-American Family Insur,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8476,SD-2213260,9/9/2022,C003665,Eurest-American Family Insur,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8477,SD-197005,7/29/2019,C003676,Eurest - St. Joseph,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8478,SD-197006,7/29/2019,C003675,Eurest - Eden Prairie,CANTN,EUR
SV-0215,Relocation Fee,KSK8487,SD-2211352,8/9/2022,C002270,Sodexo-Sanofi Montreal,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8501,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8502,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8503,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8504,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8505,SD-197182,8/2/2019,C003710,Cosmopolitan Catering-Fremont,CANTN,EUR
SV-0215,Relocation Fee,KSK8505,SD-2202780,3/2/2022,C003931,Cosmopolitan Catering-San Jose,CANTN,CMP
RT-2000,365 POS System w/MSR,KSK8506,SD-197182,8/2/2019,C003710,Cosmopolitan Catering-Fremont,CANTN,EUR
SV-0215,Relocation Fee,KSK8506,SD-199891,10/18/2019,C003931,Cosmopolitan Catering-San Jose,CANTN,CMP
RT-2000,365 POS System w/MSR,KSK8507,SD-197182,8/2/2019,C003710,Cosmopolitan Catering-Fremont,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8508,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8509,SD-197532,8/13/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8510,SD-197222,8/5/2019,C003664,Canteen Dining- Illinois Central Co,CANTN,CDIN
SV-0215,Relocation Fee,KSK8510,SD-2100135,1/7/2021,C005033,Canteen Dining- SW Michigan College,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8511,SD-197221,8/5/2019,C003664,Canteen Dining- Illinois Central Co,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8511,SD-2110879,10/8/2021,C005401,Canteen Dining- Illinois Central,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8512,SD-197220,8/5/2019,C003655,Canteen Dining- Eagan,CANTN,CDIN
SV-0215,Relocation Fee,KSK8512,SD-2102102,3/4/2021,C005137,Canteen Dining- Thermo Fisher,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8513,SD-197438,8/9/2019,C003752,Canteen Dining- Miami,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8514,SD-197516,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8515,SD-197516,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8516,SD-197516,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8517,SD-197503,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8518,SD-197503,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8519,SD-197503,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8520,SD-197503,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8521,SD-197503,8/13/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8521,SD-1911434,12/4/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8522,SD-197523,8/13/2019,C003404,The Simpson Corporation,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8523,SD-197523,8/13/2019,C003404,The Simpson Corporation,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8524,SD-197523,8/13/2019,C003404,The Simpson Corporation,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8525,SD-197817,8/20/2019,C003704,Eurest - Buena Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8526,SD-197684,8/15/2019,C003709,Canteen Dining- Appleton,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8527,SD-197817,8/20/2019,C003704,Eurest - Buena Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8528,SD-198187,8/29/2019,C003737,Canteen Dining- Caledonia,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8529,SD-198186,8/29/2019,C003419,Eurest - Deer Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8530,SD-198186,8/29/2019,C003419,Eurest - Deer Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8531,SD-198186,8/29/2019,C003419,Eurest - Deer Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8532,SD-198186,8/29/2019,C003419,Eurest - Deer Park,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8533,SD-198409,9/6/2019,C003755,Canteen Dining- Statesville_14189,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8534,SD-198409,9/6/2019,C003755,Canteen Dining- Statesville_14189,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8535,SD-198409,9/6/2019,C003755,Canteen Dining- Statesville_14189,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8536,SD-198478,9/9/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8537,SD-198478,9/9/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8538,SD-198750,9/16/2019,C003707,Eurest - Costa Mesa,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8538-NEW,SD-1911385,12/4/2019,C003351,Canteen Dining- Brookfield,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8539,365002005SDL00000001,5/7/2020,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8539,365002005SDL00000001,5/7/2020,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8539,SD-198750,9/16/2019,C003707,Eurest - Costa Mesa,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK85391,SD-1911497,12/5/2019,C003910,Eurest - Deek Park IL,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8540,SD-198750,9/16/2019,C003707,Eurest - Costa Mesa,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8540-NEW,SD-1911385,12/4/2019,C003351,Canteen Dining- Brookfield,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8541,SD-198296,9/4/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8541_,SD-198750,9/16/2019,C003707,Eurest - Costa Mesa,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8541-1,SD-1911137,11/25/2019,C003783,Canteen Dining- Pendleton_9009,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8542,SD-198749,9/16/2019,C003556,"Eurest - Sandy, UT",CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8543,SD-198915,9/20/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8544,SD-198915,9/20/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8545,SD-198915,9/20/2019,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8546,SD-199152,9/27/2019,C003771,Eurest - Collins Chula Vista,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8547,SD-199152,9/27/2019,C003771,Eurest - Collins Chula Vista,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8548,365001911SDL00000005,11/12/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8548,365001911SDL00000005,11/12/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8548,365001909SDL00000004,9/30/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8548,365001909SDL00000004,9/30/2019,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8549,SD-199256,10/1/2019,C003778,Canteen Dining- Baxter Credit Union,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8550,SD-199290,10/2/2019,C003757,Eurest-Kentwood,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8551,SD-199290,10/2/2019,C003757,Eurest-Kentwood,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8552,SD-199350,10/3/2019,C003805,Eurest - Chesterbrook,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8555,SD-1910132,10/24/2019,C003909,Canteen Dining- Benton Harbor,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8556,SD-1910230,10/29/2019,C003762,Eurest-Plainfield,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8557,SD-1910230,10/29/2019,C003762,Eurest-Plainfield,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8558,SD-1910503,11/7/2019,C003750,Eurest-Monmouth,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8559,SD-1910499,11/7/2019,C003911,Eurest-Parsippany,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8561,SD-1911497,12/5/2019,C003910,Eurest - Deek Park IL,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8564,SD-1911753,12/11/2019,C004050,Eurest - Newark (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8565,SD-1911753,12/11/2019,C004050,Eurest - Newark (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8566,SD-1911752,12/11/2019,C003583,Eurest - Roseland,CANTN,EUR
